,first_name,second_name,goals_scored,assists,total_points,minutes,goals_conceded,creativity,influence,threat,bonus,bps,ict_index,clean_sheets,red_cards,yellow_cards,selected_by_percent,now_cost,element_type,value_per_m
0,David,Raya Martín,0,0,26,450,2,10.0,116.8,0.0,3,115,12.6,3,0,1,24.5,55,GK,4.7
1,Kepa,Arrizabalaga Revuelta,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.6,44,GK,0.0
2,Karl,Hein,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.4,40,GK,0.0
3,Tommy,Setford,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,40,GK,0.0
4,Gabriel,dos Santos Magalhães,0,0,25,450,2,8.6,99.2,21.0,1,102,12.9,3,0,0,22.9,61,DEF,4.1
5,William,Saliba,0,0,18,274,1,5.2,74.8,6.0,1,71,8.7,2,0,0,12.5,60,DEF,3.0
6,Riccardo,Calafiori,1,2,35,381,2,44.2,93.0,89.0,3,103,22.6,3,0,2,14.3,57,DEF,6.1
7,Jurriën,Timber,2,1,35,341,2,68.1,146.2,129.0,5,125,34.4,2,0,2,13.6,58,DEF,6.0
8,Jakub,Kiwior,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,54,DEF,0.0
9,Myles,Lewis-Skelly,0,0,2,66,0,5.7,4.4,0.0,0,9,0.9,0,0,1,2.1,53,DEF,0.4
10,Benjamin,White,0,0,6,70,0,11.3,15.4,1.0,0,23,2.8,1,0,0,0.5,54,DEF,1.1
11,Brayden,Clarke,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.5,40,DEF,0.0
12,Maldini,Kacurri,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,39,DEF,0.0
13,Josh,Nichols,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,39,DEF,0.0
14,Bukayo,Saka,1,0,10,187,0,79.1,58.0,35.0,0,41,17.2,1,0,0,4.1,98,MID,1.0
15,Martin,Ødegaard,0,0,8,164,1,32.1,20.8,22.0,0,27,7.5,1,0,0,1.9,79,MID,1.0
16,Noni,Madueke,0,0,10,304,2,111.7,30.2,105.0,0,39,24.6,2,0,0,1.5,70,MID,1.4
17,Gabriel,Martinelli Silva,1,0,12,150,0,15.3,42.6,44.0,1,43,10.2,1,0,0,1.1,69,MID,1.7
18,Leandro,Trossard,0,1,7,131,1,36.3,30.2,25.0,0,29,9.2,0,0,0,0.3,69,MID,1.0
19,Declan,Rice,0,2,20,374,2,112.3,63.2,15.0,1,76,19.1,2,0,0,8.2,65,MID,3.1
20,Mikel,Merino Zazón,0,0,8,211,1,39.9,28.4,33.0,0,29,10.2,2,0,0,0.5,59,MID,1.4
21,Fábio,Ferreira Vieira,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,54,MID,0.0
22,Christian,Nørgaard,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,54,MID,0.0
23,Ethan,Nwaneri,0,0,5,130,0,20.9,8.2,20.0,0,14,4.9,1,0,0,0.2,53,MID,0.9
24,Martín,Zubimendi Ibáñez,2,0,27,450,2,44.9,101.0,45.0,3,96,19.1,3,0,1,4.0,54,MID,5.0
25,Ismeal,Kabia,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,45,MID,0.0
26,Albert,Sambi Lokonga,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45,MID,0.0
27,Kai,Havertz,0,0,1,30,0,0.8,2.8,2.0,0,4,0.6,0,0,0,0.4,73,FWD,0.1
28,Gabriel,Fernando de Jesus,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,64,FWD,0.0
29,Eberechi,Eze,0,2,14,226,1,38.3,54.0,60.0,0,49,15.3,2,0,0,12.1,75,MID,1.9
30,Cristhian,Mosquera,0,0,11,202,1,2.4,51.4,4.0,1,56,5.8,1,0,0,0.2,54,DEF,2.0
31,Viktor,Gyökeres,3,0,22,396,2,46.2,109.2,110.0,2,85,26.6,2,0,1,25.4,90,FWD,2.4
32,Max,Dowman,0,1,5,27,0,0.8,1.0,26.0,0,13,2.8,0,0,0,0.4,45,MID,1.1
33,Andre,Harriman-Annous,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
34,Piero,Hincapié,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,55,DEF,0.0
35,Emiliano,Martínez Romero,0,0,11,270,2,0.0,51.8,0.0,0,54,5.2,1,0,0,2.2,50,GK,2.2
36,Marco,Bizot,0,0,7,180,3,0.0,25.4,0.0,0,22,2.6,1,0,1,0.6,45,GK,1.6
37,Joe,Gauci,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,40,GK,0.0
38,Filip,Marschall,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,GK,0.0
39,Matty,Cash,1,0,25,433,4,72.6,121.8,20.0,2,84,21.6,2,0,2,5.1,46,DEF,5.4
40,Lucas,Digne,0,0,15,307,1,25.5,27.0,17.0,0,57,6.9,2,0,1,2.0,45,DEF,3.3
41,Ezri,Konsa Ngoyo,0,0,12,335,4,19.4,61.8,4.0,0,56,8.5,2,1,0,12.1,45,DEF,2.7
42,Ian,Maatsen,0,0,2,141,4,57.0,34.6,13.0,0,14,10.5,0,0,1,0.6,44,DEF,0.5
43,Tyrone,Mings,0,0,22,450,5,43.8,115.4,25.0,1,84,18.5,2,0,0,1.6,45,DEF,4.9
44,Pau,Torres,0,0,3,106,2,6.3,20.4,9.0,0,7,3.6,0,0,0,0.4,44,DEF,0.7
45,Andrés,García,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,39,DEF,0.0
46,Álex,Moreno Lopera,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,3.8,40,DEF,0.0
47,Lamare,Bogarde,0,0,11,112,0,7.3,13.2,6.0,3,37,2.5,1,0,1,0.6,40,DEF,2.8
48,Lino,da Cruz Sousa,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,40,DEF,0.0
49,Yasin,Özcan,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,40,DEF,0.0
50,Morgan,Rogers,0,0,12,441,5,74.1,32.6,59.0,0,28,16.5,2,0,0,6.7,69,MID,1.7
51,Youri,Tielemans,0,0,8,315,4,74.2,34.2,29.0,0,46,13.8,1,0,0,1.0,59,MID,1.4
52,Leon,Bailey,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,55,MID,0.0
53,Emiliano,Buendía Stati,0,0,5,230,2,63.0,23.4,46.0,0,14,13.3,1,0,1,0.1,53,MID,0.9
54,Samuel,Iling-Junior,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,55,MID,0.0
55,Donyell,Malen,0,0,6,138,4,22.1,6.6,38.0,0,14,6.4,0,0,0,0.7,52,MID,1.2
56,John,McGinn,0,0,12,409,4,97.1,52.8,24.0,0,69,17.4,2,0,0,0.6,54,MID,2.2
57,Ross,Barkley,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,48,MID,0.0
58,Enzo,Barrenechea,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,MID,0.0
59,Lewis,Dobbin,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,MID,0.0
60,Boubacar,Kamara,0,1,9,186,2,32.0,53.6,19.0,1,46,10.4,1,0,1,0.1,49,MID,1.8
61,Amadou,Onana,0,0,6,153,1,6.2,34.0,16.0,0,29,5.6,1,0,1,0.8,49,MID,1.2
62,Ben,Broggio,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,45,MID,0.0
63,Leander,Dendoncker,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45,MID,0.0
64,Jamaldeen,Jimoh-Aloba,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45,MID,0.0
65,Kadan,Young,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.6,44,MID,0.0
66,Ollie,Watkins,0,0,10,442,5,56.2,19.4,100.0,0,32,17.6,2,0,0,11.9,88,FWD,1.1
67,Zépiqueno,Redmond,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.5,45,FWD,0.0
68,Harvey,Elliott,0,0,3,52,1,11.6,3.8,11.0,0,9,2.6,0,0,0,0.6,54,MID,0.6
69,Jadon,Sancho,0,0,1,8,0,2.8,0.8,7.0,0,2,1.1,0,0,0,0.2,59,MID,0.2
70,Evann,Guessand,0,0,6,177,1,7.3,26.0,40.0,0,10,7.3,1,0,0,0.0,63,MID,1.0
71,James,Wright,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.5,40,GK,0.0
72,Triston,Rowe,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,DEF,0.0
73,Bradley,Burrowes,0,0,1,16,1,0.3,0.0,0.0,0,3,0.0,0,0,0,0.1,45,MID,0.2
74,Sam,Proctor,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,40,GK,0.0
75,Travis,Patterson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,DEF,0.0
76,Victor,Lindelöf,0,0,1,7,0,0.3,0.4,0.0,0,3,0.1,0,0,0,0.0,45,DEF,0.2
77,Max,Weiß,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,44,GK,0.0
78,Etienne,Green,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,40,GK,0.0
79,Václav,Hladký,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,40,GK,0.0
80,Connor,Roberts,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,44,DEF,0.0
81,Kyle,Walker,0,0,11,450,8,11.5,67.8,3.0,0,38,8.3,1,0,1,1.7,45,DEF,2.4
82,Hannes,Delcroix,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,39,DEF,0.0
83,Owen,Dodgson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF,0.0
84,Hjalmar,Ekdal,0,0,19,442,7,15.8,111.6,57.0,1,53,18.4,1,0,0,1.6,40,DEF,4.8
85,Maxime,Estève,0,0,16,442,8,12.3,113.2,27.0,0,51,15.3,1,0,0,15.6,40,DEF,4.0
86,Quilindschy,Hartman,0,0,14,450,8,78.3,104.6,20.0,0,50,20.3,1,0,0,0.5,40,DEF,3.5
87,Bashir,Humphreys,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,DEF,0.0
88,Jordan,Beyer,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,DEF,0.0
89,Lucas,Pires Silva,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,39,DEF,0.0
90,Shurandy,Sambo,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,DEF,0.0
91,Oliver,Sonne,0,0,3,102,4,16.4,7.6,6.0,0,-2,3.0,0,0,0,0.1,40,DEF,0.8
92,Axel,Tuanzebe,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.9,39,DEF,0.0
93,Joe,Worrall,0,0,3,18,2,0.0,11.0,0.0,0,6,1.1,0,0,0,0.1,40,DEF,0.8
94,Jaidon,Anthony,3,1,34,442,7,61.8,168.0,151.0,5,112,38.1,2,0,1,2.5,55,MID,6.2
95,Manuel,Benson Hedilazio,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,54,MID,0.0
96,Jacob,Bruun Larsen,0,1,9,176,3,29.1,32.8,20.0,0,30,8.0,1,0,0,0.0,54,MID,1.7
97,Enock,Agyei,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,49,MID,0.0
98,Darko,Churlinov,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,49,MID,0.0
99,Josh,Cullen,1,1,27,422,7,87.2,140.6,21.0,3,104,24.9,2,0,0,2.0,50,MID,5.4
100,Marcus,Edwards,0,0,1,5,0,0.0,0.0,0.0,0,3,0.0,0,0,0,0.1,48,MID,0.2
101,Hannibal,Mejbri,0,0,11,244,5,40.7,14.0,13.0,0,29,6.7,1,0,0,0.2,50,MID,2.2
102,Luca,Koleosho,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,MID,0.0
103,Josh,Laurent,0,0,7,277,5,18.3,43.4,25.0,0,31,8.8,0,0,1,0.0,49,MID,1.4
104,Loum,Tchaouna,0,1,10,190,2,26.2,13.2,28.0,0,31,6.8,1,0,1,0.0,49,MID,2.0
105,Aaron,Ramsey,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,3.8,44,MID,0.0
106,Oluwaseun,Adewumi,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
107,Jaydon,Banel,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
108,Mike,Trésor Ndayishimiye,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,44,MID,0.0
109,Zian,Flemming,0,0,3,24,0,10.1,2.2,7.0,0,9,1.9,0,0,0,0.1,54,FWD,0.6
110,Zeki,Amdouni,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,49,FWD,0.0
111,Lyle,Foster,1,1,18,418,7,53.6,80.6,50.0,2,78,18.5,2,0,1,1.8,50,FWD,3.6
112,Ashley,Barnes,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.6,44,FWD,0.0
113,Michael,Obafemi,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,44,FWD,0.0
114,Martin,Dúbravka,0,0,17,450,8,0.0,142.6,0.0,0,77,14.3,1,0,0,34.3,40,GK,4.2
115,Lesley,Ugochukwu,0,0,5,253,4,18.8,23.8,8.0,0,20,4.9,1,1,0,0.0,50,MID,1.0
116,Armando,Broja,0,0,1,1,1,0.1,2.0,0.0,0,3,0.2,0,0,0,0.1,54,FWD,0.2
117,Florentino Ibrain,Morris Luís,0,0,4,117,2,23.7,38.6,0.0,0,24,6.2,0,0,1,0.0,50,MID,0.8
118,Norberto,Murara Neto,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45,GK,0.0
119,Đorđe,Petrović,0,0,21,450,5,0.0,88.8,0.0,0,82,8.9,3,0,1,5.1,45,GK,4.7
120,Will,Dennis,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.1,40,GK,0.0
121,Callan,McKenna,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,40,GK,0.0
122,Alex,Paulsen,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,GK,0.0
123,Illia,Zabarnyi,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,DEF,0.0
124,Marcos,Senesi Barón,0,1,37,450,5,42.8,144.8,14.0,5,110,20.2,3,0,1,14.5,48,DEF,7.7
125,Adam,Smith,0,0,8,204,3,14.0,17.8,4.0,0,28,3.6,1,0,0,0.2,45,DEF,1.8
126,Adrien,Truffert,0,0,24,450,5,92.0,82.8,9.0,4,82,18.3,3,0,0,1.6,45,DEF,5.3
127,Matai,Akinmboni,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,40,DEF,0.0
128,Owen,Bevan,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,40,DEF,0.0
129,James,Hill,0,0,10,198,2,3.0,24.2,41.0,0,31,6.9,1,0,1,0.9,40,DEF,2.5
130,Julián,Araujo Zúñiga,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.9,40,DEF,0.0
131,Chris,Mepham,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,DEF,0.0
132,Julio,Soler Barreto,0,0,1,1,0,0.0,0.0,0.0,0,2,0.0,0,0,0,0.3,40,DEF,0.2
133,Justin,Kluivert,0,0,4,71,0,32.8,12.8,24.0,0,12,6.9,0,0,0,0.7,70,MID,0.6
134,Antoine,Semenyo,3,2,41,450,5,99.3,170.2,140.0,6,105,41.0,3,0,1,47.9,77,MID,5.3
135,Marcus,Tavernier,1,0,23,406,5,63.9,85.0,93.0,3,69,24.3,3,0,0,1.6,55,MID,4.2
136,Tyler,Adams,0,0,14,447,4,26.1,80.6,45.0,0,76,15.2,3,0,3,0.4,50,MID,2.8
137,David,Brooks,0,1,15,340,3,107.3,57.8,82.0,1,66,24.3,3,0,2,0.4,50,MID,3.0
138,Ryan,Christie,0,0,3,78,0,18.9,18.0,11.0,0,17,4.9,0,0,0,0.1,50,MID,0.6
139,Lewis,Cook,0,0,1,4,0,0.1,2.0,0.0,0,2,0.2,0,0,0,0.0,49,MID,0.2
140,Philip,Billing,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,49,MID,0.0
141,Alex,Scott,1,0,19,328,3,67.7,76.8,22.0,2,78,16.6,3,0,1,0.3,50,MID,3.8
142,Luis,Sinisterra Lucumí,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,MID,0.0
143,Romain,Faivre,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45,MID,0.0
144,Hamed,Traorè,0,1,4,16,2,10.0,21.2,0.0,0,12,3.1,0,0,0,0.6,45,MID,0.9
145,Dominic,Sadi,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45,MID,0.0
146,Zain,Silcott-Duberry,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,44,MID,0.0
147,Ben,Winterburn,0,0,1,6,2,0.0,0.0,0.0,0,3,0.0,0,0,0,0.1,45,MID,0.2
148,Francisco Evanilson,de Lima Barbosa,1,1,18,437,5,81.6,55.0,133.0,2,74,26.8,3,0,1,3.2,70,FWD,2.6
149,Enes,Ünal,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,55,FWD,0.0
150,Daniel,Adu-Adjei,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,44,FWD,0.0
151,Eli Junior,Kroupi,0,0,3,12,1,0.0,0.0,2.0,0,8,0.2,0,0,0,1.5,45,FWD,0.7
152,Ben,Gannon-Doak,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,MID,0.0
153,Bafodé,Diakité,0,0,21,360,4,23.8,71.0,6.0,2,83,10.1,3,0,1,0.4,45,DEF,4.7
154,Remy,Rees-Dottin,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45,MID,0.0
155,Amine,Adli,0,0,4,88,0,27.1,32.0,9.0,0,25,6.8,0,0,0,0.0,55,MID,0.7
156,Álex,Jiménez Sánchez,0,0,0,48,0,1.9,4.4,9.0,0,4,1.5,0,0,2,0.0,45,DEF,0.0
157,Veljko,Milosavljevic,0,0,4,90,1,11.3,23.4,6.0,0,15,4.1,0,0,0,0.0,45,DEF,0.9
158,Reiss,Nelson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,49,MID,0.0
159,Dango,Ouattara,1,0,17,215,3,5.1,58.6,90.0,3,39,15.1,1,0,0,0.7,60,MID,2.8
160,Caoimhín,Kelleher,0,0,10,450,10,0.0,85.2,0.0,0,40,8.6,1,0,1,8.6,45,GK,2.2
161,Ellery,Balcombe,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,40,GK,0.0
162,Matthew,Cox,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,GK,0.0
163,Julian,Eyestone,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,GK,0.0
164,Hákon Rafn,Valdimarsson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.7,40,GK,0.0
165,Nathan,Collins,0,0,15,450,10,11.6,102.8,50.0,1,45,16.5,1,0,2,1.4,50,DEF,3.0
166,Keane,Lewis-Potter,0,0,15,383,8,25.4,27.2,15.0,0,34,6.8,2,0,0,0.4,50,DEF,3.0
167,Kristoffer,Ajer,0,1,6,28,1,10.7,24.8,23.0,0,20,6.0,0,0,0,0.2,44,DEF,1.4
168,Rico,Henry,0,0,3,153,6,12.1,11.0,12.0,0,-2,3.3,0,0,1,0.1,44,DEF,0.7
169,Michael,Kayode,0,0,15,436,9,47.4,87.6,6.0,2,51,14.1,1,0,0,0.4,45,DEF,3.3
170,Ethan,Pinnock,0,0,0,155,4,0.8,31.8,10.0,0,1,4.3,0,0,1,0.1,44,DEF,0.0
171,Mads,Roerslev Rasmussen,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,DEF,0.0
172,Sepp,van den Berg,0,0,16,450,10,2.2,108.6,26.0,0,50,13.7,1,0,0,0.7,45,DEF,3.6
173,Benjamin,Arthur,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,40,DEF,0.0
174,Benjamin,Fredrick,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,DEF,0.0
175,Aaron,Hickey,0,0,2,20,1,0.4,6.2,0.0,0,5,0.7,0,0,1,0.4,40,DEF,0.5
176,Kim,Ji-soo,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,39,DEF,0.0
177,Jayden,Meghoma,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,DEF,0.0
178,Kevin,Schade,1,0,13,392,6,31.8,69.0,100.0,0,36,20.1,1,0,0,0.4,70,MID,1.9
179,Mikkel,Damsgaard,1,0,15,266,5,89.7,81.6,40.0,1,56,21.2,1,0,0,0.7,59,MID,2.5
180,Antoni,Milambo,0,0,1,45,3,1.8,4.0,0.0,0,5,0.6,0,0,0,0.0,53,MID,0.2
181,Fábio,Freitas Gouveia Carvalho,1,0,11,95,4,6.2,38.8,36.0,1,36,8.0,0,0,0,0.3,49,MID,2.2
182,Jordan,Henderson,0,1,15,322,5,32.2,48.8,5.0,1,50,8.6,2,0,0,0.3,50,MID,3.0
183,Vitaly,Janelt,0,0,1,16,0,0.1,0.0,0.0,0,2,0.0,0,0,0,0.0,49,MID,0.2
184,Mathias,Jensen,0,0,5,151,4,48.0,26.8,10.0,0,32,8.5,0,0,0,0.1,49,MID,1.0
185,Gustavo,Nunes Fernandes Gomes,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,49,MID,0.0
186,Frank,Onyeka,0,2,9,61,2,12.3,23.4,4.0,0,31,3.9,0,0,0,0.1,50,MID,1.8
187,Yehor,Yarmoliuk,0,0,14,438,10,44.2,65.0,17.0,0,62,12.6,1,0,1,0.1,50,MID,2.8
188,Romelle,Donovan,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45,MID,0.0
189,Yunus Emre,Konak,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,44,MID,0.0
190,Paris,Maghoma,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
191,Myles,Peart-Harris,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
192,Ryan,Trevitt,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
193,Igor Thiago,Nascimento Rodrigues,2,0,17,405,9,60.5,97.8,75.0,1,62,23.4,1,0,2,1.7,60,FWD,2.8
194,Iwan,Morgan,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.4,44,FWD,0.0
195,Jason,Steele,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,44,GK,0.0
196,Bart,Verbruggen,0,0,8,450,8,10.0,90.2,0.0,0,46,9.9,0,0,0,5.0,45,GK,1.8
197,Tom,McGill,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.4,40,GK,0.0
198,Carl,Rushworth,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,GK,0.0
199,Kjell,Scherpen,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,GK,0.0
200,Olivier,Boscagli,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,44,DEF,0.0
201,Diego,Coppola,0,0,2,16,1,0.1,5.4,0.0,0,3,0.6,0,0,0,0.1,44,DEF,0.5
202,Maxim,De Cuyper,0,0,5,269,5,37.7,28.4,12.0,0,24,7.9,0,0,1,2.8,44,DEF,1.1
203,Lewis,Dunk,0,1,13,450,8,14.6,86.4,28.0,0,57,13.0,0,0,1,1.2,45,DEF,2.9
204,Pervis,Estupiñán Tenorio,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,DEF,0.0
205,Ferdi,Kadıoğlu,0,0,5,194,4,21.2,31.8,4.0,0,16,5.7,0,0,2,0.1,44,DEF,1.1
206,Tariq,Lamptey,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,44,DEF,0.0
207,Jan Paul,van Hecke,0,0,8,450,8,3.7,103.0,39.0,0,34,14.7,0,0,1,0.9,45,DEF,1.8
208,Joël,Veltman,0,0,7,270,5,19.8,57.6,6.0,0,29,8.4,0,0,1,0.2,44,DEF,1.6
209,Adam,Webster,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,44,DEF,0.0
210,Eiran,Cashin,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF,0.0
211,Jacob,Slater,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,40,DEF,0.0
212,Charlie,Tasker,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,DEF,0.0
213,Mitoma,Kaoru,1,1,18,442,7,94.3,86.2,84.0,0,60,26.1,1,0,1,4.7,64,MID,2.8
214,Georginio,Rutter,0,2,13,237,3,47.3,46.0,46.0,0,46,13.9,1,0,1,0.5,58,MID,2.2
215,Solly,March,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,58,MID,0.0
216,Yankuba,Minteh,1,1,24,413,6,86.3,98.2,146.0,3,99,33.1,1,0,0,1.2,59,MID,4.1
217,Julio,Enciso Espínola,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,54,MID,0.0
218,Brajan,Gruda,1,0,13,126,2,23.2,42.4,48.0,2,34,11.3,0,0,0,0.1,54,MID,2.4
219,Jack,Hinshelwood,0,0,4,107,2,2.0,9.4,0.0,0,22,1.2,0,0,0,0.0,53,MID,0.8
220,Matt,O'Riley,1,0,12,177,2,66.6,60.8,63.0,2,36,19.0,1,0,0,0.6,55,MID,2.2
221,Abdallah,Sima,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,54,MID,0.0
