,name,position,team,xP,assists,bonus,bps,clean_sheets,clearances_blocks_interceptions,creativity,defensive_contribution,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,starts,tackles,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,GW
1694,Saša Kalajdžić,FWD,Wolves,0.3,0,0,1,0,1,4.3,2,656,0.01,0.01,0.0,0.1,30,0,0,0.7,1.0,2025-08-30T14:00:00Z,14,False,9,0,0,0,1,0,3,0,10695,0,0,3,2,2.0,1,-1712,325,2037,49,True,0,3
1695,Mitoma Kaoru,MID,Brighton,2.5,1,0,21,0,3,33.3,7,157,0.04,0.12,0.08,1.82,22,1,0,7.3,27.4,2025-08-31T13:00:00Z,90,False,13,0,0,0,2,0,3,0,560702,1,2,1,2,12.0,5,-114193,12822,127015,64,True,0,3
1696,Michael Keane,DEF,Everton,4.3,0,0,6,0,13,0.2,14,295,0.0,0.0,0.0,1.11,30,2,0,2.5,24.6,2025-08-30T14:00:00Z,90,False,20,0,0,0,1,0,3,0,62333,1,1,3,2,0.0,3,14512,21611,7099,45,False,0,3
1697,Jean-Clair Todibo,DEF,West Ham,0.3,0,0,0,0,0,0.0,0,609,0.0,0.0,0.0,0.0,27,0,0,0.0,0.0,2025-08-31T13:00:00Z,0,False,16,0,0,0,0,0,3,0,13069,0,0,3,0,0.0,0,-1484,815,2299,44,False,0,3
1698,Joelinton Cássio Apolinário de Lira,MID,Newcastle,0.0,0,0,0,0,0,0.0,0,490,0.0,0.0,0.0,0.0,24,0,0,0.0,0.0,2025-08-30T16:30:00Z,0,False,11,0,0,0,0,0,3,0,35896,0,0,0,0,0.0,0,-12553,2686,15239,60,False,0,3
1699,Francisco Evanilson de Lima Barbosa,FWD,Bournemouth,3.7,0,2,34,1,2,21.7,5,97,0.06,0.56,0.5,0.12,29,0,1,12.5,40.6,2025-08-30T14:00:00Z,80,False,18,0,0,0,3,0,3,0,212854,1,0,1,0,63.0,8,-58870,14014,72884,70,False,0,3
1700,Nordi Mukiele,DEF,Sunderland,1.5,0,0,18,0,9,0.6,14,694,0.0,0.07,0.07,1.2,28,1,0,3.3,26.4,2025-08-30T14:00:00Z,90,False,5,0,0,0,1,0,3,0,43173,1,5,1,2,6.0,4,3147,8906,5759,40,True,0,3
1701,Kevin Danso,DEF,Spurs,0.3,0,0,0,0,0,0.0,0,570,0.0,0.0,0.0,0.0,29,0,0,0.0,0.0,2025-08-30T14:00:00Z,0,False,4,0,0,0,0,0,3,0,19821,0,0,1,0,0.0,0,-733,3237,3970,44,True,0,3
1702,Adam Aznou,DEF,Everton,0.0,0,0,0,0,0,0.0,0,667,0.0,0.0,0.0,0.0,30,0,0,0.0,0.0,2025-08-30T14:00:00Z,0,False,20,0,0,0,0,0,3,0,9897,0,0,3,2,0.0,0,-2579,332,2911,44,False,0,3
1703,Ben Davies,DEF,Spurs,0.0,0,0,0,0,0,0.0,0,571,0.0,0.0,0.0,0.0,29,0,0,0.0,0.0,2025-08-30T14:00:00Z,0,False,4,0,0,0,0,0,3,0,10507,0,0,1,0,0.0,0,-1043,493,1536,45,True,0,3
1704,Trai Hume,DEF,Sunderland,2.5,0,0,8,0,5,2.1,9,532,0.01,0.05,0.04,1.2,28,1,0,2.3,17.2,2025-08-30T14:00:00Z,90,False,5,0,0,0,2,0,3,0,32502,1,4,1,2,4.0,2,-1932,3570,5502,45,True,0,3
1705,Tom Cairney,MID,Fulham,-0.5,0,0,0,0,0,0.0,0,331,0.0,0.0,0.0,0.0,23,0,0,0.0,0.0,2025-08-30T11:30:00Z,0,False,7,0,0,0,0,0,3,0,3613,0,0,0,2,0.0,0,-454,89,543,49,False,0,3
1706,Calvin Bassey,DEF,Fulham,0.8,0,0,7,0,2,1.3,4,318,0.01,0.01,0.0,2.35,23,2,0,1.5,13.6,2025-08-30T11:30:00Z,90,False,7,0,0,0,4,0,3,0,52032,1,2,0,2,0.0,1,459,5773,5314,45,False,0,3
1707,Matai Akinmboni,DEF,Bournemouth,0.0,0,0,0,0,0,0.0,0,75,0.0,0.0,0.0,0.0,29,0,0,0.0,0.0,2025-08-30T14:00:00Z,0,False,18,0,0,0,0,0,3,0,34570,0,0,1,0,0.0,0,-2089,1919,4008,40,False,0,3
1708,Yehor Yarmoliuk,MID,Brentford,3.5,0,0,13,0,1,2.8,7,129,0.01,0.02,0.01,1.54,28,2,0,2.4,14.4,2025-08-30T14:00:00Z,90,False,17,0,0,0,4,0,3,0,8507,1,2,1,2,7.0,2,2047,3175,1128,50,False,0,3
1709,Norberto Bercique Gomes Betuncal,FWD,Everton,3.0,0,1,33,0,0,14.1,1,311,0.08,0.71,0.63,0.65,30,1,1,8.5,32.2,2025-08-30T14:00:00Z,75,False,20,0,0,0,1,0,3,0,613252,1,0,3,2,39.0,7,-215016,20710,235726,54,False,0,3
1710,Christian Nørgaard,MID,Arsenal,-0.2,0,0,0,0,0,0.0,0,24,0.0,0.0,0.0,0.0,25,0,0,0.0,0.0,2025-08-31T15:30:00Z,0,False,12,0,0,0,0,0,3,0,28588,0,0,0,1,0.0,0,-18086,70,18156,54,False,0,3
1711,Dan Ndoye,MID,Nott'm Forest,5.7,0,0,5,0,0,2.3,6,669,0.0,0.0,0.0,0.47,27,0,0,0.9,2.6,2025-08-31T13:00:00Z,57,False,19,0,0,0,4,0,3,0,458950,1,2,3,0,4.0,1,275393,315205,39812,60,True,0,3
1712,Bradley Burrowes,MID,Aston Villa,0.5,0,0,3,0,0,0.3,1,702,0.0,0.0,0.0,0.9,21,1,0,0.0,0.0,2025-08-31T18:00:00Z,16,False,8,0,0,0,1,0,3,0,7802,0,0,3,0,0.0,1,2409,3287,878,45,True,0,3
1713,Martin Sherif,FWD,Everton,0.0,0,0,0,0,0,0.0,0,313,0.0,0.0,0.0,0.0,30,0,0,0.0,0.0,2025-08-30T14:00:00Z,0,False,20,0,0,0,0,0,3,0,23250,0,0,3,2,0.0,0,-3677,954,4631,45,False,0,3
1714,Martin Ødegaard,MID,Arsenal,0.9,0,0,3,0,0,2.2,1,17,0.01,0.01,0.0,0.25,25,1,0,0.6,1.4,2025-08-31T15:30:00Z,20,False,12,0,0,0,1,0,3,0,281805,0,0,0,1,2.0,1,-141480,8169,149649,79,False,0,3
1715,Malick Yalcouyé,MID,Brighton,0.0,0,0,0,0,0,0.0,0,174,0.0,0.0,0.0,0.0,22,0,0,0.0,0.0,2025-08-31T13:00:00Z,0,False,13,0,0,0,0,0,3,0,955,0,0,1,2,0.0,0,-245,0,245,50,True,0,3
1716,Charalampos Kostoulas,FWD,Brighton,-0.5,0,0,0,0,0,0.0,0,181,0.0,0.0,0.0,0.0,22,0,0,0.0,0.0,2025-08-31T13:00:00Z,0,False,13,0,0,0,0,0,3,0,38832,0,0,1,2,0.0,0,-8233,1844,10077,49,True,0,3
1717,Romain Esse,MID,Crystal Palace,0.3,0,0,0,0,0,0.0,0,269,0.0,0.0,0.0,0.0,21,0,0,0.0,0.0,2025-08-31T18:00:00Z,0,False,2,0,0,0,0,0,3,0,22052,0,0,3,0,0.0,0,-2844,1439,4283,49,False,0,3
1718,Mark Travers,GK,Everton,0.0,0,0,0,0,0,0.0,0,288,0.0,0.0,0.0,0.0,30,0,0,0.0,0.0,2025-08-30T14:00:00Z,0,False,20,0,0,0,0,0,3,0,16023,0,0,3,2,0.0,0,-1004,423,1427,45,False,0,3
1719,Altay Bayındır,GK,Man Utd,2.2,0,0,5,0,0,0.0,0,431,0.01,0.01,0.0,1.2,26,2,0,1.2,11.6,2025-08-30T14:00:00Z,90,False,3,0,0,0,12,0,3,1,60717,1,0,2,3,0.0,1,4160,11240,7080,50,True,0,3
1720,Largie Ramazani,MID,Leeds,-1.0,0,0,0,0,0,0.0,0,357,0.0,0.0,0.0,0.0,24,0,0,0.0,0.0,2025-08-30T16:30:00Z,0,False,15,0,0,0,0,0,3,0,4094,0,0,0,0,0.0,0,-899,105,1004,49,True,0,3
1721,Pedro Lomba Neto,MID,Chelsea,4.8,0,0,12,1,2,32.5,4,236,0.17,0.17,0.0,0.35,23,0,0,4.1,8.8,2025-08-30T11:30:00Z,80,False,10,0,0,0,2,0,3,0,668912,1,0,0,2,0.0,3,192984,239084,46100,70,True,0,3
1722,Rodrigo Martins Gomes,DEF,Wolves,2.7,0,0,16,0,1,1.2,2,635,0.01,0.38,0.37,0.18,30,0,1,6.0,32.2,2025-08-30T14:00:00Z,27,False,9,0,0,0,3,0,3,0,8395,0,1,3,2,27.0,7,-1181,192,1373,45,True,0,3
1723,Yerson Mosquera Valdelamar,DEF,Wolves,0.0,0,0,0,0,0,0.0,0,634,0.0,0.0,0.0,0.0,30,0,0,0.0,0.0,2025-08-30T14:00:00Z,0,False,9,0,0,0,0,0,3,0,5837,0,0,3,2,0.0,0,-685,133,818,45,True,0,3
1724,Iliman Ndiaye,MID,Everton,5.7,0,0,21,0,0,24.0,8,299,0.05,0.61,0.56,1.11,30,2,1,8.9,39.6,2025-08-30T14:00:00Z,90,False,20,0,0,0,5,0,3,0,1055046,1,3,3,2,25.0,7,-3696,85171,88867,65,False,0,3
1725,Nicolas Jackson,FWD,Chelsea,0.0,0,0,0,0,0,0.0,0,251,0.0,0.0,0.0,0.0,23,0,0,0.0,0.0,2025-08-30T11:30:00Z,0,False,10,0,0,0,0,0,3,0,15261,0,0,0,2,0.0,0,-4340,1256,5596,65,True,0,3
1726,Morgan Rogers,MID,Aston Villa,2.3,0,0,9,0,2,4.9,7,47,0.04,0.08,0.04,2.67,21,3,0,3.5,9.4,2025-08-31T18:00:00Z,90,False,8,0,0,0,4,0,3,0,1003558,1,1,3,0,21.0,2,-56699,101550,158249,70,True,0,3
1727,Reiss Nelson,MID,Arsenal,0.5,0,0,0,0,0,0.0,0,27,0.0,0.0,0.0,0.0,25,0,0,0.0,0.0,2025-08-31T15:30:00Z,0,False,12,0,0,0,0,0,3,0,14088,0,0,0,1,0.0,0,-1896,1028,2924,50,False,0,3
1728,Dan Burn,DEF,Newcastle,6.7,0,0,24,1,1,1.3,1,476,0.01,0.01,0.0,0.69,24,0,0,0.8,6.4,2025-08-30T16:30:00Z,90,False,11,0,0,0,4,0,3,0,605784,1,0,0,0,0.0,6,93658,126653,32995,50,False,0,3
1729,Andreas Hoelgebaum Pereira,MID,Fulham,-0.5,0,0,0,0,0,0.0,0,327,0.0,0.0,0.0,0.0,23,0,0,0.0,0.0,2025-08-30T11:30:00Z,0,False,7,0,0,0,0,0,3,0,25806,0,0,0,2,0.0,0,-6322,949,7271,54,False,0,3
1730,Lewis Miley,MID,Newcastle,2.0,0,0,8,0,2,2.5,5,497,0.01,0.01,0.0,0.15,24,0,0,0.6,3.8,2025-08-30T16:30:00Z,45,False,11,0,0,0,3,0,3,0,245964,0,0,0,0,0.0,1,-22634,13015,35649,45,False,0,3
1731,Ahmed Abdullahi,FWD,Sunderland,-0.5,0,0,0,0,0,0.0,0,562,0.0,0.0,0.0,0.0,28,0,0,0.0,0.0,2025-08-30T14:00:00Z,0,False,5,0,0,0,0,0,3,0,50485,0,0,1,2,0.0,0,-10272,1463,11735,45,True,0,3
1732,James McConnell,MID,Liverpool,0.5,0,0,0,0,0,0.0,0,394,0.0,0.0,0.0,0.0,25,0,0,0.0,0.0,2025-08-31T15:30:00Z,0,False,1,0,0,0,0,0,3,0,3174,0,0,0,1,0.0,0,-370,149,519,45,True,0,3
1733,Tom McGill,GK,Brighton,-0.5,0,0,0,0,0,0.0,0,140,0.0,0.0,0.0,0.0,22,0,0,0.0,0.0,2025-08-31T13:00:00Z,0,False,13,0,0,0,0,0,3,0,42791,0,0,1,2,0.0,0,-1559,1545,3104,40,True,0,3
1734,Brayden Clarke,DEF,Arsenal,-0.5,0,0,0,0,0,0.0,0,13,0.0,0.0,0.0,0.0,25,0,0,0.0,0.0,2025-08-31T15:30:00Z,0,False,12,0,0,0,0,0,3,0,66108,0,0,0,1,0.0,0,-5304,4594,9898,40,False,0,3
1735,Joe Worrall,DEF,Burnley,0.2,0,0,1,0,2,0.0,2,199,0.0,0.0,0.0,1.06,26,1,0,0.3,3.0,2025-08-30T14:00:00Z,7,False,14,0,0,0,1,0,3,0,15013,0,0,2,3,0.0,1,-930,493,1423,40,False,0,3
1736,Owen Dodgson,DEF,Burnley,0.0,0,0,0,0,0,0.0,0,189,0.0,0.0,0.0,0.0,26,0,0,0.0,0.0,2025-08-30T14:00:00Z,0,False,14,0,0,0,0,0,3,0,2551,0,0,2,3,0.0,0,-499,0,499,40,False,0,3
1737,Enzo Fernández,MID,Chelsea,8.8,1,1,39,1,3,40.4,6,237,0.24,1.03,0.79,1.02,23,0,1,12.6,60.4,2025-08-30T11:30:00Z,90,False,10,0,0,0,3,0,3,0,607310,1,0,0,2,25.0,12,155527,196396,40869,65,True,0,3
1738,Julio Enciso Espínola,MID,Brighton,0.0,0,0,0,0,0,0.0,0,161,0.0,0.0,0.0,0.0,22,0,0,0.0,0.0,2025-08-31T13:00:00Z,0,False,13,0,0,0,0,0,3,0,1968,0,0,1,2,0.0,0,-588,40,628,54,True,0,3
1739,Emil Krafth,DEF,Newcastle,1.0,0,0,0,0,0,0.0,0,479,0.0,0.0,0.0,0.0,24,0,0,0.0,0.0,2025-08-30T16:30:00Z,0,False,11,0,0,0,0,0,3,0,5440,0,0,0,0,0.0,0,-388,241,629,45,False,0,3
1740,Boubacar Kamara,MID,Aston Villa,0.5,0,0,0,0,0,0.0,0,58,0.0,0.0,0.0,0.0,21,0,0,0.0,0.0,2025-08-31T18:00:00Z,0,False,8,0,0,0,0,0,3,0,17157,0,0,3,0,0.0,0,-6990,693,7683,49,True,0,3
1741,Hugo Ekitiké,FWD,Liverpool,7.8,0,0,3,1,0,0.3,2,661,0.0,0.0,0.0,0.4,25,0,0,0.3,0.2,2025-08-31T15:30:00Z,78,False,1,0,0,0,1,0,3,0,3110323,1,1,0,1,2.0,2,554685,722062,167377,87,True,0,3
1742,Amara Nallo,DEF,Liverpool,0.5,0,0,0,0,0,0.0,0,378,0.0,0.0,0.0,0.0,25,0,0,0.0,0.0,2025-08-31T15:30:00Z,0,False,1,0,0,0,0,0,3,0,10442,0,0,0,1,0.0,0,-1189,160,1349,40,True,0,3
1743,Andrew Robertson,DEF,Liverpool,0.5,0,0,0,0,0,0.0,0,372,0.0,0.0,0.0,0.0,25,0,0,0.0,0.0,2025-08-31T15:30:00Z,0,False,1,0,0,0,0,0,3,0,132946,0,0,0,1,0.0,0,-13901,4498,18399,59,True,0,3
1744,Seung-Soo Park,MID,Newcastle,1.0,0,0,0,0,0,0.0,0,689,0.0,0.0,0.0,0.0,24,0,0,0.0,0.0,2025-08-30T16:30:00Z,0,False,11,0,0,0,0,0,3,0,20716,0,0,0,0,0.0,0,-1841,1996,3837,45,False,0,3
1745,Jason Steele,GK,Brighton,-0.5,0,0,0,0,0,0.0,0,138,0.0,0.0,0.0,0.0,22,0,0,0.0,0.0,2025-08-31T13:00:00Z,0,False,13,0,0,0,0,0,3,0,45239,0,0,1,2,0.0,0,-4899,661,5560,45,True,0,3
1746,Joe Gauci,GK,Aston Villa,0.0,0,0,0,0,0,0.0,0,34,0.0,0.0,0.0,0.0,21,0,0,0.0,0.0,2025-08-31T18:00:00Z,0,False,8,0,0,0,0,0,3,0,21879,0,0,3,0,0.0,0,-2751,0,2751,40,True,0,3
1747,Callum Hudson-Odoi,MID,Nott'm Forest,4.7,0,0,16,0,1,42.3,3,516,0.09,0.13,0.04,1.46,27,2,0,7.9,11.2,2025-08-31T13:00:00Z,88,False,19,0,0,0,2,0,3,0,191306,1,0,3,0,25.0,2,51146,67371,16225,60,True,0,3
1748,Trevoh Chalobah,DEF,Chelsea,9.5,1,2,43,1,6,8.6,11,226,0.21,0.33,0.12,1.02,23,0,0,5.2,26.4,2025-08-30T11:30:00Z,90,False,10,0,0,0,2,0,3,0,460557,1,5,0,2,17.0,13,220262,259533,39271,50,True,0,3
1749,Guido Rodríguez,MID,West Ham,0.7,0,0,0,0,0,0.0,0,618,0.0,0.0,0.0,0.0,27,0,0,0.0,0.0,2025-08-31T13:00:00Z,0,False,16,0,0,0,0,0,3,0,5754,0,0,3,0,0.0,0,-777,160,937,50,False,0,3
1750,Kepa Arrizabalaga Revuelta,GK,Arsenal,-0.5,0,0,0,0,0,0.0,0,2,0.0,0.0,0.0,0.0,25,0,0,0.0,0.0,2025-08-31T15:30:00Z,0,False,12,0,0,0,0,0,3,0,81016,0,0,0,1,0.0,0,-11575,1131,12706,44,False,0,3
1751,James Justin,DEF,Leeds,0.2,0,0,3,0,0,0.0,0,706,0.0,0.0,0.0,0.03,24,0,0,0.0,0.0,2025-08-30T16:30:00Z,10,False,15,0,0,0,0,0,3,0,21528,0,0,0,0,0.0,1,7619,8648,1029,40,True,0,3
1752,Daniel Adu-Adjei,FWD,Bournemouth,0.0,0,0,0,0,0,0.0,0,99,0.0,0.0,0.0,0.0,29,0,0,0.0,0.0,2025-08-30T14:00:00Z,0,False,18,0,0,0,0,0,3,0,28995,0,0,1,0,0.0,0,-5111,1490,6601,45,False,0,3
1753,Youssef Ramalho Chermiti,FWD,Everton,0.0,0,0,0,0,0,0.0,0,312,0.0,0.0,0.0,0.0,30,0,0,0.0,0.0,2025-08-30T14:00:00Z,0,False,20,0,0,0,0,0,3,0,15787,0,0,3,2,0.0,0,-2215,871,3086,50,False,0,3
1754,Yang Min-hyeok,MID,Spurs,0.0,0,0,0,0,0,0.0,0,594,0.0,0.0,0.0,0.0,29,0,0,0.0,0.0,2025-08-30T14:00:00Z,0,False,4,0,0,0,0,0,3,0,2436,0,0,1,0,0.0,0,-601,0,601,45,True,0,3
1755,Ibrahima Konaté,DEF,Liverpool,2.8,0,0,26,1,4,0.8,5,374,0.0,0.0,0.0,0.4,25,0,0,1.7,16.2,2025-08-31T15:30:00Z,78,False,1,0,0,0,2,0,3,0,310805,1,1,0,1,0.0,6,-27204,21429,48633,55,True,0,3
1756,Lyle Foster,FWD,Burnley,2.8,0,1,27,0,1,3.3,6,217,0.0,0.51,0.51,3.63,26,3,1,6.8,39.2,2025-08-30T14:00:00Z,90,False,14,0,0,0,4,0,3,0,64194,1,1,2,3,25.0,6,-1075,14059,15134,50,False,1,3
1757,Rob Holding,DEF,Crystal Palace,0.0,0,0,0,0,0,0.0,0,264,0.0,0.0,0.0,0.0,21,0,0,0.0,0.0,2025-08-31T18:00:00Z,0,False,2,0,0,0,0,0,3,0,3712,0,0,3,0,0.0,0,-728,0,728,40,False,0,3
1758,Manor Solomon,MID,Spurs,0.0,0,0,0,0,0,0.0,0,589,0.0,0.0,0.0,0.0,29,0,0,0.0,0.0,2025-08-30T14:00:00Z,0,False,4,0,0,0,0,0,3,0,1295,0,0,1,0,0.0,0,-241,24,265,54,True,0,3
1759,Tommy Setford,GK,Arsenal,-0.5,0,0,0,0,0,0.0,0,4,0.0,0.0,0.0,0.0,25,0,0,0.0,0.0,2025-08-31T15:30:00Z,0,False,12,0,0,0,0,0,3,0,20855,0,0,0,1,0.0,0,249,2209,1960,40,False,0,3
1760,Marcus Edwards,MID,Burnley,-0.2,0,0,0,0,0,0.0,0,206,0.0,0.0,0.0,0.0,26,0,0,0.0,0.0,2025-08-30T14:00:00Z,0,False,14,0,0,0,0,0,3,0,8313,0,0,2,3,0.0,0,-1744,462,2206,49,False,0,3
1761,Manuel Benson Hedilazio,MID,Burnley,-0.5,0,0,0,0,0,0.0,0,201,0.0,0.0,0.0,0.0,26,0,0,0.0,0.0,2025-08-30T14:00:00Z,0,False,14,0,0,0,0,0,3,0,2802,0,0,2,3,0.0,0,-172,294,466,55,False,0,3
1762,Kalvin Phillips,MID,Man City,0.5,0,0,0,0,0,0.0,0,429,0.0,0.0,0.0,0.0,22,0,0,0.0,0.0,2025-08-31T13:00:00Z,0,False,6,0,0,0,0,0,3,0,6998,0,0,1,2,0.0,0,-790,333,1123,49,False,0,3
1763,Remy Rees-Dottin,MID,Bournemouth,0.0,0,0,0,0,0,0.0,0,687,0.0,0.0,0.0,0.0,29,0,0,0.0,0.0,2025-08-30T14:00:00Z,0,False,18,0,0,0,0,0,3,0,15182,0,0,1,0,0.0,0,-1653,846,2499,45,False,0,3
1764,Tyrick Mitchell,DEF,Crystal Palace,5.3,0,0,30,1,3,17.9,9,258,0.02,0.02,0.0,1.13,21,0,0,4.5,22.6,2025-08-31T18:00:00Z,90,False,2,0,0,0,3,0,3,0,203201,1,6,3,0,4.0,6,1819,23178,21359,50,False,0,3
1765,Matheus Nunes,DEF,Man City,1.5,0,0,7,0,6,5.3,6,407,0.02,0.02,0.0,1.19,22,1,0,1.6,10.6,2025-08-31T13:00:00Z,84,False,6,0,0,0,5,0,3,0,38762,1,0,1,2,0.0,2,-7973,1817,9790,54,False,0,3
1766,Sam Proctor,GK,Aston Villa,0.0,0,0,0,0,0,0.0,0,703,0.0,0.0,0.0,0.0,21,0,0,0.0,0.0,2025-08-31T18:00:00Z,0,False,8,0,0,0,0,0,3,0,27815,0,0,3,0,0.0,0,8196,9230,1034,40,True,0,3
1767,Harrison Jones,MID,Sunderland,-0.5,0,0,0,0,0,0.0,0,557,0.0,0.0,0.0,0.0,28,0,0,0.0,0.0,2025-08-30T14:00:00Z,0,False,5,0,0,0,0,0,3,0,6490,0,0,1,2,0.0,0,-911,210,1121,45,True,0,3
1768,Alex Iwobi,MID,Fulham,2.8,0,0,4,0,1,9.8,9,324,0.05,0.08,0.03,2.31,23,2,0,1.5,4.0,2025-08-30T11:30:00Z,83,False,7,0,0,0,5,0,3,0,148277,1,3,0,2,1.0,1,-1357,13817,15174,65,False,1,3
1769,Timothy Castagne,DEF,Fulham,0.5,0,0,-5,0,1,10.7,4,319,0.03,0.11,0.08,2.19,23,2,0,2.8,10.0,2025-08-30T11:30:00Z,59,False,7,0,0,0,2,0,3,0,14115,1,3,0,2,7.0,0,-826,687,1513,45,False,0,3
1770,Bernd Leno,GK,Fulham,2.2,0,0,12,0,0,0.0,0,314,0.0,0.0,0.0,2.35,23,2,0,2.9,29.2,2025-08-30T11:30:00Z,90,False,7,0,0,0,13,0,3,4,170758,1,1,0,2,0.0,2,-5794,7796,13590,50,False,0,3
1771,Claudio Echeverri,MID,Man City,0.0,0,0,0,0,0,0.0,0,425,0.0,0.0,0.0,0.0,22,0,0,0.0,0.0,2025-08-31T13:00:00Z,0,False,6,0,0,0,0,0,3,0,1987,0,0,1,2,0.0,0,-1148,0,1148,54,False,0,3
1772,Giovanni Leoni,DEF,Liverpool,0.5,0,0,0,0,0,0.0,0,692,0.0,0.0,0.0,0.0,25,0,0,0.0,0.0,2025-08-31T15:30:00Z,0,False,1,0,0,0,0,0,3,0,1722,0,0,0,1,0.0,0,59,478,419,50,True,0,3
1773,Owen Bevan,DEF,Bournemouth,0.0,0,0,0,0,0,0.0,0,76,0.0,0.0,0.0,0.0,29,0,0,0.0,0.0,2025-08-30T14:00:00Z,0,False,18,0,0,0,0,0,3,0,18294,0,0,1,0,0.0,0,-1473,600,2073,40,False,0,3
1774,Angus Gunn,GK,Nott'm Forest,0.0,0,0,0,0,0,0.0,0,675,0.0,0.0,0.0,0.0,27,0,0,0.0,0.0,2025-08-31T13:00:00Z,0,False,19,0,0,0,0,0,3,0,200202,0,0,3,0,0.0,0,-7192,4946,12138,40,True,0,3
1775,Cody Gakpo,MID,Liverpool,7.2,0,0,10,1,2,13.9,5,384,0.01,0.06,0.05,0.49,25,0,0,4.7,11.4,2025-08-31T15:30:00Z,90,False,1,0,0,0,2,0,3,0,1572398,1,1,0,1,22.0,3,548692,655549,106857,76,True,0,3
1776,George Earthy,MID,West Ham,0.0,0,0,0,0,0,0.0,0,620,0.0,0.0,0.0,0.0,27,0,0,0.0,0.0,2025-08-31T13:00:00Z,0,False,16,0,0,0,0,0,3,0,7197,0,0,3,0,0.0,0,-475,358,833,45,False,0,3
1777,Benjamin Arthur,DEF,Brentford,0.5,0,0,0,0,0,0.0,0,114,0.0,0.0,0.0,0.0,28,0,0,0.0,0.0,2025-08-30T14:00:00Z,0,False,17,0,0,0,0,0,3,0,32427,0,0,1,2,0.0,0,-2303,1535,3838,40,False,0,3
1778,Adam Wharton,MID,Crystal Palace,2.0,0,0,9,0,0,5.9,5,273,0.01,0.01,0.0,0.75,21,0,0,0.9,3.2,2025-08-31T18:00:00Z,55,False,2,0,0,0,5,0,3,0,67625,1,0,3,0,0.0,1,-2656,5794,8450,50,False,0,3
1779,Tyler Fredricson,DEF,Man Utd,0.5,0,0,0,0,0,0.0,0,446,0.0,0.0,0.0,0.0,26,0,0,0.0,0.0,2025-08-30T14:00:00Z,0,False,3,0,0,0,0,0,3,0,11606,0,0,2,3,0.0,0,-1183,161,1344,40,True,0,3
1780,Ross Barkley,MID,Aston Villa,0.0,0,0,0,0,0,0.0,0,55,0.0,0.0,0.0,0.0,21,0,0,0.0,0.0,2025-08-31T18:00:00Z,0,False,8,0,0,0,0,0,3,0,6173,0,0,3,0,0.0,0,-1655,108,1763,49,True,0,3
1781,Darko Churlinov,MID,Burnley,-0.5,0,0,0,0,0,0.0,0,204,0.0,0.0,0.0,0.0,26,0,0,0.0,0.0,2025-08-30T14:00:00Z,0,False,14,0,0,0,0,0,3,0,2723,0,0,2,3,0.0,0,-329,80,409,50,False,0,3
1782,Sam Byram,DEF,Leeds,-0.7,0,0,0,0,0,0.0,0,346,0.0,0.0,0.0,0.0,24,0,0,0.0,0.0,2025-08-30T16:30:00Z,0,False,15,0,0,0,0,0,3,0,24643,0,0,0,0,0.0,0,-2143,472,2615,40,True,0,3
1783,Chris Richards,DEF,Crystal Palace,5.3,0,0,31,1,9,0.9,13,261,0.0,0.0,0.0,1.13,21,0,0,3.2,30.6,2025-08-31T18:00:00Z,90,False,2,0,0,0,1,0,3,0,179853,1,4,3,0,0.0,8,6895,24871,17976,45,False,0,3
1784,Jacob Murphy,MID,Newcastle,2.3,0,0,7,1,0,2.4,1,489,0.01,0.09,0.08,0.62,24,0,0,4.1,6.0,2025-08-30T16:30:00Z,61,False,11,0,0,0,1,0,3,0,153956,1,0,0,0,33.0,3,-37257,4990,42247,63,False,0,3
1785,Filip Jörgensen,GK,Chelsea,0.5,0,0,0,0,0,0.0,0,221,0.0,0.0,0.0,0.0,23,0,0,0.0,0.0,2025-08-30T11:30:00Z,0,False,10,0,0,0,0,0,3,0,21479,0,0,0,2,0.0,0,-2270,550,2820,45,True,0,3
1786,Rodrigo 'Rodri' Hernandez Cascante,MID,Man City,1.5,0,0,14,0,1,17.4,10,421,0.16,0.19,0.03,2.3,22,2,0,3.1,13.0,2025-08-31T13:00:00Z,90,False,6,0,0,0,8,0,3,0,66179,1,1,1,2,1.0,2,-2942,6923,9865,64,False,0,3
1787,Ryan Gravenberch,MID,Liverpool,3.5,0,0,13,1,1,15.3,9,390,0.01,0.03,0.02,0.49,25,0,0,2.3,6.2,2025-08-31T15:30:00Z,90,False,1,0,0,0,7,0,3,0,50354,1,1,0,1,1.0,2,14267,19577,5310,55,True,1,3
1788,Naouirou Ahamada,MID,Crystal Palace,0.0,0,0,0,0,0,0.0,0,275,0.0,0.0,0.0,0.0,21,0,0,0.0,0.0,2025-08-31T18:00:00Z,0,False,2,0,0,0,0,0,3,0,4371,0,0,3,0,0.0,0,-462,209,671,45,False,0,3
1789,Andrey Nascimento dos Santos,MID,Chelsea,1.2,0,0,2,0,0,10.6,2,246,0.01,0.01,0.0,0.68,23,0,0,1.5,2.6,2025-08-30T11:30:00Z,9,False,10,0,0,0,1,0,3,0,38295,0,1,0,2,2.0,0,-1765,5647,7412,45,True,1,3
